Platform,Campaign_Name,Date,Region,Device_Type,Audience_Segment,Campaign_Objective,Impressions,Reach,Frequency,Clicks,CTR(%),CPC($),CPM($),Spend($),Engagements,Engagement_Rate(%),Cost_per_Engagement($),Conversions,Conversion_Rate(%),Avg_Order_Value($),Revenue($),Profit($),Profit_Margin,ROAS,CAC($),ROI(%),Revenue_per_Dollar
Amazon,Sponsored_Brands,2025-06-27,Europe,Tablet,Returning Customers,Retention,274480,272284,1.01,3769,1.37,0.91,12.5,3429.79,4779,1.74,0.72,1185,31.44,23.35,27669.75,7470.83,0.27,8.07,2.89,706.75,8.07
Amazon,Sponsored_Brands,2025-06-28,Asia-Pacific,Tablet,New Customers,Conversions,220208,189310,1.16,7288,3.31,1.37,45.34,9984.56,9685,4.4,1.03,571,7.83,18.31,10455.01,2613.75,0.25,1.05,17.49,4.71,1.05
Amazon,Sponsored_Brands,2025-06-29,North America,Mobile,New Customers,Traffic,261416,251149,1.04,8560,3.27,0.28,9.17,2396.8,6308,2.41,0.38,655,7.65,20.6,13493.0,4587.62,0.34,5.63,3.66,462.96,5.63
Amazon,Sponsored_Brands,2025-06-30,North America,Tablet,Returning Customers,Awareness,185089,179054,1.03,5350,2.89,0.51,14.74,2728.5,6903,3.73,0.4,207,3.87,28.23,5843.61,2045.26,0.35,2.14,13.18,114.17,2.14
Amazon,Sponsored_Brands,2025-07-01,Europe,Tablet,High-Value Customers,Awareness,119149,109753,1.09,2798,2.35,1.39,32.64,3889.22,9573,8.03,0.41,1116,39.89,21.25,23715.0,11857.5,0.5,6.1,3.48,509.76,6.1
Amazon,Sponsored_Brands,2025-07-02,Europe,Tablet,High-Value Customers,Awareness,275649,197144,1.4,7451,2.7,1.35,36.49,10058.85,11022,4.0,0.91,352,4.72,22.3,7849.6,3453.82,0.44,0.78,28.58,-21.96,0.78
Amazon,Sponsored_Brands,2025-07-03,Asia-Pacific,Tablet,Returning Customers,Traffic,125741,102300,1.23,6113,4.86,1.27,61.74,7763.51,2263,1.8,3.43,305,4.99,41.77,12739.85,3694.56,0.29,1.64,25.45,64.1,1.64
Amazon,Sponsored_Brands,2025-07-04,Asia-Pacific,Mobile,Returning Customers,Retention,220452,215351,1.02,8004,3.63,0.47,17.06,3761.88,2515,1.14,1.5,407,5.08,36.37,14802.59,6217.09,0.42,3.93,9.24,293.49,3.93
Amazon,Sponsored_Brands,2025-07-05,Europe,Tablet,High-Value Customers,Awareness,241357,169859,1.42,6695,2.77,0.77,21.36,5155.15,2266,0.94,2.27,744,11.11,19.13,14232.72,6404.72,0.45,2.76,6.93,176.09,2.76
Amazon,Sponsored_Brands,2025-07-06,India,Desktop,New Customers,Awareness,180603,156796,1.15,7823,4.33,0.86,37.25,6727.78,5105,2.83,1.32,816,10.43,46.82,38205.12,20630.76,0.54,5.68,8.24,467.87,5.68
Amazon,Sponsored_Brands,2025-07-07,Europe,Tablet,Returning Customers,Conversions,204998,193244,1.06,3602,1.76,1.16,20.38,4178.32,3113,1.52,1.34,873,24.24,41.52,36246.96,15586.19,0.43,8.68,4.79,767.5,8.68
Amazon,Sponsored_Brands,2025-07-08,India,Mobile,Returning Customers,Awareness,93948,87242,1.08,4104,4.37,0.98,42.81,4021.92,9369,9.97,0.43,745,18.15,43.72,32571.4,14331.42,0.44,8.1,5.4,709.85,8.1
Amazon,Sponsored_Brands,2025-07-09,Europe,Mobile,New Customers,Awareness,165693,126162,1.31,8066,4.87,0.97,47.22,7824.02,1036,0.63,7.55,1014,12.57,32.62,33076.68,12238.37,0.37,4.23,7.72,322.76,4.23
Amazon,Sponsored_Brands,2025-07-10,India,Desktop,New Customers,Awareness,232876,160958,1.45,3865,1.66,0.52,8.63,2009.8,3420,1.47,0.59,157,4.06,43.19,6780.83,3119.18,0.46,3.37,12.8,237.39,3.37
Amazon,Sponsored_Brands,2025-07-11,Asia-Pacific,Mobile,Returning Customers,Retention,163712,140457,1.17,5849,3.57,1.47,52.52,8598.03,11852,7.24,0.73,516,8.82,16.36,8441.76,3545.54,0.42,0.98,16.66,-1.82,0.98
Amazon,Sponsored_Brands,2025-07-12,India,Mobile,Returning Customers,Awareness,269494,190224,1.42,7647,2.84,0.57,16.17,4358.79,6836,2.54,0.64,431,5.64,49.74,21437.94,9861.45,0.46,4.92,10.11,391.83,4.92
Amazon,Sponsored_Brands,2025-07-13,Asia-Pacific,Mobile,High-Value Customers,Traffic,132957,93335,1.42,4792,3.6,0.62,22.35,2971.04,2598,1.95,1.14,503,10.5,17.73,8918.19,3121.37,0.35,3.0,5.91,200.17,3.0
Amazon,Sponsored_Brands,2025-07-14,North America,Desktop,High-Value Customers,Traffic,123916,92895,1.33,5775,4.66,1.13,52.66,6525.75,6092,4.92,1.07,1130,19.57,43.13,48736.9,22418.97,0.46,7.47,5.78,646.84,7.47
Amazon,Sponsored_Brands,2025-07-15,India,Desktop,High-Value Customers,Awareness,199669,126297,1.58,2104,1.05,1.43,15.07,3008.72,5222,2.62,0.58,569,27.04,36.83,20956.27,7544.26,0.36,6.97,5.29,596.52,6.97
Amazon,Sponsored_Brands,2025-07-16,Europe,Desktop,High-Value Customers,Traffic,248597,243372,1.02,5761,2.32,0.57,13.21,3283.77,1577,0.63,2.08,832,14.44,19.32,16074.24,6590.44,0.41,4.9,3.95,389.51,4.9
Amazon,Sponsored_Brands,2025-07-17,Europe,Desktop,New Customers,Traffic,200044,153011,1.31,5742,2.87,0.33,9.47,1894.86,3600,1.8,0.53,410,7.14,45.94,18835.4,5462.27,0.29,9.94,4.62,894.03,9.94
Amazon,Sponsored_Brands,2025-07-18,North America,Mobile,High-Value Customers,Conversions,217313,164311,1.32,1518,0.7,0.69,4.82,1047.42,3215,1.48,0.33,1061,69.89,20.3,21538.3,11630.68,0.54,20.56,0.99,1956.32,20.56
Amazon,Sponsored_Brands,2025-07-19,North America,Mobile,New Customers,Traffic,219860,191492,1.15,7156,3.25,0.8,26.04,5724.8,7388,3.36,0.77,959,13.4,15.25,14624.75,4241.18,0.29,2.55,5.97,155.46,2.55
Amazon,Sponsored_Brands,2025-07-20,India,Tablet,New Customers,Awareness,101133,86388,1.17,5637,5.57,0.81,45.15,4565.97,11321,11.19,0.4,1097,19.46,32.99,36190.03,12666.51,0.35,7.93,4.16,692.6,7.93
Amazon,Sponsored_Brands,2025-07-21,North America,Mobile,Returning Customers,Traffic,250071,238263,1.05,7519,3.01,1.26,37.89,9473.94,2169,0.87,4.37,870,11.57,34.99,30441.3,9741.22,0.32,3.21,10.89,221.32,3.21
Amazon,Sponsored_Brands,2025-07-22,North America,Mobile,High-Value Customers,Awareness,196261,191193,1.03,8365,4.26,1.15,49.02,9619.75,2187,1.11,4.4,940,11.24,27.6,25944.0,12193.68,0.47,2.7,10.23,169.7,2.7
Amazon,Sponsored_Brands,2025-07-23,Europe,Mobile,New Customers,Conversions,124070,110483,1.12,5220,4.21,0.38,15.99,1983.6,6042,4.87,0.33,180,3.45,41.13,7403.4,2072.95,0.28,3.73,11.02,273.23,3.73
Amazon,Sponsored_Brands,2025-07-24,Asia-Pacific,Mobile,New Customers,Awareness,225734,183570,1.23,1851,0.82,1.01,8.28,1869.51,11003,4.87,0.17,1178,63.64,37.94,44693.32,15642.66,0.35,23.91,1.59,2290.64,23.91
Amazon,Sponsored_Brands,2025-07-25,Europe,Mobile,New Customers,Awareness,102880,97668,1.05,4507,4.38,0.56,24.53,2523.92,11117,10.81,0.23,1112,24.67,47.87,53231.44,21292.58,0.4,21.09,2.27,2009.08,21.09
Amazon,Sponsored_Brands,2025-07-26,North America,Tablet,New Customers,Conversions,204654,150733,1.36,2679,1.31,0.91,11.91,2437.89,2370,1.16,1.03,568,21.2,17.78,10099.04,4948.53,0.49,4.14,4.29,314.25,4.14
Amazon,Sponsored_Brands,2025-07-27,North America,Desktop,High-Value Customers,Traffic,126591,105338,1.2,4353,3.44,1.45,49.86,6311.85,3665,2.9,1.72,541,12.43,35.61,19265.01,8476.6,0.44,3.05,11.67,205.22,3.05
Amazon,Sponsored_Brands,2025-07-28,Asia-Pacific,Mobile,Returning Customers,Retention,283781,233389,1.22,7549,2.66,0.54,14.36,4076.46,3188,1.12,1.28,987,13.07,43.24,42677.88,15790.82,0.37,10.47,4.13,946.93,10.47
Amazon,Sponsored_Brands,2025-07-29,Asia-Pacific,Tablet,Returning Customers,Awareness,117241,80822,1.45,6177,5.27,1.24,65.33,7659.48,8290,7.07,0.92,229,3.71,25.7,5885.3,2295.27,0.39,0.77,33.45,-23.16,0.77
Amazon,Sponsored_Brands,2025-07-30,Asia-Pacific,Desktop,New Customers,Retention,131639,124517,1.06,7079,5.38,0.52,27.96,3681.08,3544,2.69,1.04,1118,15.79,24.16,27010.88,8373.37,0.31,7.34,3.29,633.78,7.34
Amazon,Sponsored_Brands,2025-07-31,Europe,Desktop,High-Value Customers,Traffic,138304,128057,1.08,7846,5.67,1.39,78.85,10905.94,11176,8.08,0.98,290,3.7,27.85,8076.5,2422.95,0.3,0.74,37.61,-25.94,0.74
Amazon,Sponsored_Brands,2025-08-01,Europe,Mobile,Returning Customers,Awareness,279887,213704,1.31,1884,0.67,0.8,5.39,1507.2,3986,1.42,0.38,236,12.53,41.62,9822.32,4812.94,0.49,6.52,6.39,551.69,6.52
Amazon,Sponsored_Brands,2025-08-02,Asia-Pacific,Tablet,Returning Customers,Retention,242021,213450,1.13,7149,2.95,1.04,30.72,7434.96,1011,0.42,7.35,766,10.71,28.47,21808.02,6542.41,0.3,2.93,9.71,193.32,2.93
Amazon,Sponsored_Brands,2025-08-03,India,Tablet,New Customers,Retention,101888,85652,1.19,8427,8.27,0.3,24.81,2528.1,9582,9.4,0.26,895,10.62,35.31,31602.45,12324.96,0.39,12.5,2.82,1150.05,12.5
Amazon,Sponsored_Brands,2025-08-04,Asia-Pacific,Tablet,Returning Customers,Retention,110433,72687,1.52,6350,5.75,0.82,47.15,5207.0,8089,7.32,0.64,814,12.82,21.79,17737.06,9223.27,0.52,3.41,6.4,240.64,3.41
Amazon,Sponsored_Brands,2025-08-05,Asia-Pacific,Desktop,Returning Customers,Awareness,270890,231980,1.17,1679,0.62,1.21,7.5,2031.59,10307,3.8,0.2,1096,65.28,16.07,17612.72,5812.2,0.33,8.67,1.85,766.94,8.67
Amazon,Sponsored_Brands,2025-08-06,North America,Mobile,Returning Customers,Awareness,299190,222053,1.35,5289,1.77,0.32,5.66,1692.48,4349,1.45,0.39,541,10.23,33.33,18031.53,4868.51,0.27,10.65,3.13,965.39,10.65
Amazon,Sponsored_Brands,2025-08-07,India,Mobile,High-Value Customers,Retention,152844,146506,1.04,6396,4.18,0.65,27.2,4157.4,2439,1.6,1.7,1105,17.28,23.86,26365.3,12919.0,0.49,6.34,3.76,534.18,6.34
Amazon,Sponsored_Brands,2025-08-08,North America,Mobile,New Customers,Retention,269881,221548,1.22,7945,2.94,1.11,32.68,8818.95,8943,3.31,0.99,570,7.17,31.73,18086.1,5244.97,0.29,2.05,15.47,105.08,2.05
Amazon,Sponsored_Brands,2025-08-09,North America,Tablet,Returning Customers,Conversions,225176,220755,1.02,6372,2.83,1.09,30.84,6945.48,4286,1.9,1.62,440,6.91,20.89,9191.6,4503.88,0.49,1.32,15.79,32.34,1.32
Amazon,Sponsored_Brands,2025-08-10,Asia-Pacific,Desktop,New Customers,Traffic,175124,155907,1.12,1815,1.04,1.16,12.02,2105.4,9392,5.36,0.22,696,38.35,24.22,16857.12,8597.13,0.51,8.01,3.02,700.66,8.01
Amazon,Sponsored_Brands,2025-08-11,India,Desktop,New Customers,Conversions,127905,124432,1.03,4688,3.67,1.09,39.95,5109.92,3974,3.11,1.29,1046,22.31,21.45,22436.7,6282.28,0.28,4.39,4.89,339.08,4.39
Amazon,Sponsored_Brands,2025-08-12,Europe,Tablet,Returning Customers,Awareness,299947,266513,1.13,3682,1.23,0.86,10.56,3166.52,1717,0.57,1.84,536,14.56,18.88,10119.68,3035.9,0.3,3.2,5.91,219.58,3.2
Amazon,Sponsored_Brands,2025-08-13,Asia-Pacific,Mobile,High-Value Customers,Conversions,137866,98950,1.39,4389,3.18,0.73,23.24,3203.97,7021,5.09,0.46,1195,27.23,18.4,21988.0,9015.08,0.41,6.86,2.68,586.27,6.86
Amazon,Sponsored_Brands,2025-08-14,Asia-Pacific,Desktop,High-Value Customers,Retention,231454,144227,1.6,6454,2.79,0.42,11.71,2710.68,5784,2.5,0.47,609,9.44,20.41,12429.69,3231.72,0.26,4.59,4.45,358.55,4.59
Amazon,Sponsored_Brands,2025-08-15,Europe,Tablet,High-Value Customers,Traffic,223545,184276,1.21,7232,3.24,0.27,8.73,1952.64,1594,0.71,1.22,743,10.27,15.68,11650.24,4660.1,0.4,5.97,2.63,496.64,5.97
Amazon,Sponsored_Brands,2025-08-16,North America,Desktop,New Customers,Awareness,170237,158772,1.07,4913,2.89,0.53,15.3,2603.89,2345,1.38,1.11,611,12.44,43.75,26731.25,8019.38,0.3,10.27,4.26,926.59,10.27
Amazon,Sponsored_Brands,2025-08-17,Asia-Pacific,Tablet,Returning Customers,Awareness,209894,171883,1.22,2347,1.12,0.85,9.5,1994.95,6292,3.0,0.32,827,35.24,17.57,14530.39,5812.16,0.4,7.28,2.41,628.36,7.28
Amazon,Sponsored_Brands,2025-08-18,India,Desktop,High-Value Customers,Awareness,245229,160351,1.53,2003,0.82,1.31,10.7,2623.93,4749,1.94,0.55,1186,59.21,45.05,53429.3,28317.53,0.53,20.36,2.21,1936.23,20.36
Amazon,Sponsored_Brands,2025-08-19,Europe,Mobile,Returning Customers,Awareness,106492,93305,1.14,2833,2.66,0.55,14.63,1558.15,10308,9.68,0.15,208,7.34,23.98,4987.84,1995.14,0.4,3.2,7.49,220.11,3.2
Amazon,Sponsored_Brands,2025-08-20,North America,Mobile,New Customers,Awareness,87849,70511,1.25,6512,7.41,1.34,99.33,8726.08,3972,4.52,2.2,1031,15.83,19.51,20114.81,5431.0,0.27,2.31,8.46,130.51,2.31
Amazon,Sponsored_Brands,2025-08-21,Asia-Pacific,Desktop,Returning Customers,Retention,297393,266906,1.11,2670,0.9,1.34,12.03,3577.8,4499,1.51,0.8,355,13.3,21.97,7799.35,3431.71,0.44,2.18,10.08,117.99,2.18
Amazon,Sponsored_Brands,2025-08-22,India,Mobile,High-Value Customers,Traffic,234217,224038,1.05,5955,2.54,1.19,30.26,7086.45,11688,4.99,0.61,368,6.18,34.76,12791.68,6779.59,0.53,1.81,19.26,80.51,1.81
Amazon,Sponsored_Brands,2025-08-23,Asia-Pacific,Tablet,High-Value Customers,Retention,242150,164556,1.47,5985,2.47,0.88,21.75,5266.8,11905,4.92,0.44,257,4.29,42.65,10961.05,4165.2,0.38,2.08,20.49,108.12,2.08
Amazon,Sponsored_Brands,2025-08-24,Asia-Pacific,Desktop,High-Value Customers,Awareness,239199,176126,1.36,8670,3.62,0.28,10.15,2427.6,2817,1.18,0.86,527,6.08,39.0,20553.0,8221.2,0.4,8.47,4.61,746.64,8.47
Amazon,Sponsored_Brands,2025-08-25,Europe,Desktop,New Customers,Retention,85561,71933,1.19,3847,4.5,1.36,61.15,5231.92,4463,5.22,1.17,689,17.91,40.7,28042.3,11497.34,0.41,5.36,7.59,435.98,5.36
Amazon,Sponsored_Brands,2025-08-26,Europe,Tablet,New Customers,Traffic,152774,93181,1.64,5645,3.7,1.08,39.91,6096.6,11944,7.82,0.51,640,11.34,33.91,21702.4,7595.84,0.35,3.56,9.53,255.98,3.56
Amazon,Sponsored_Brands,2025-08-27,Asia-Pacific,Desktop,High-Value Customers,Awareness,199116,193074,1.03,7866,3.95,0.82,32.39,6450.12,10394,5.22,0.62,844,10.73,43.07,36351.08,14176.92,0.39,5.64,7.64,463.57,5.64
Amazon,Sponsored_Brands,2025-08-28,North America,Desktop,New Customers,Awareness,278527,191214,1.46,5365,1.93,0.99,19.07,5311.35,3601,1.29,1.47,530,9.88,39.49,20929.7,11302.04,0.54,3.94,10.02,294.06,3.94
Amazon,Sponsored_Brands,2025-08-29,India,Mobile,New Customers,Retention,222348,139863,1.59,8394,3.78,0.47,17.74,3945.18,1557,0.7,2.53,220,2.62,45.77,10069.4,3423.6,0.34,2.55,17.93,155.23,2.55
Amazon,Sponsored_Brands,2025-08-30,Europe,Desktop,Returning Customers,Awareness,212887,196171,1.09,4980,2.34,1.08,25.26,5378.4,10443,4.91,0.52,491,9.86,29.74,14602.34,4234.68,0.29,2.71,10.95,171.5,2.71
Amazon,Sponsored_Brands,2025-08-31,North America,Mobile,High-Value Customers,Traffic,138434,116345,1.19,4385,3.17,0.49,15.52,2148.65,8819,6.37,0.24,1172,26.73,43.33,50782.76,14219.17,0.28,23.63,1.83,2263.47,23.63
Amazon,Sponsored_Brands,2025-09-01,Asia-Pacific,Tablet,Returning Customers,Conversions,265877,265384,1.0,5908,2.22,0.73,16.22,4312.84,6663,2.51,0.65,198,3.35,37.29,7383.42,1845.86,0.25,1.71,21.78,71.2,1.71
Amazon,Sponsored_Brands,2025-09-02,Europe,Mobile,High-Value Customers,Traffic,96257,69346,1.39,1901,1.97,0.35,6.91,665.35,7163,7.44,0.09,311,16.36,37.83,11765.13,5176.66,0.44,17.68,2.14,1668.26,17.68
Amazon,Sponsored_Brands,2025-09-03,North America,Desktop,Returning Customers,Conversions,127986,118296,1.08,8430,6.59,1.12,73.77,9441.6,9215,7.2,1.02,433,5.14,30.81,13340.73,6136.74,0.46,1.41,21.81,41.3,1.41
Amazon,Sponsored_Brands,2025-09-04,North America,Tablet,High-Value Customers,Retention,128674,95886,1.34,3603,2.8,0.89,24.92,3206.67,3592,2.79,0.89,594,16.49,37.34,22179.96,8428.38,0.38,6.92,5.4,591.68,6.92
Amazon,Sponsored_Brands,2025-09-05,India,Desktop,Returning Customers,Awareness,101567,85437,1.19,8408,8.28,0.29,24.01,2438.32,3944,3.88,0.62,1045,12.43,30.31,31673.95,11085.88,0.35,12.99,2.33,1199.01,12.99
Amazon,Sponsored_Brands,2025-09-06,Europe,Mobile,New Customers,Traffic,217205,135511,1.6,5148,2.37,1.3,30.81,6692.4,3034,1.4,2.21,605,11.75,48.57,29384.85,10872.39,0.37,4.39,11.06,339.08,4.39
Amazon,Sponsored_Brands,2025-09-07,North America,Mobile,Returning Customers,Awareness,114711,113777,1.01,4114,3.59,1.41,50.57,5800.74,11297,9.85,0.51,710,17.26,45.73,32468.3,10065.17,0.31,5.6,8.17,459.73,5.6
Amazon,Sponsored_Brands,2025-09-08,Asia-Pacific,Desktop,Returning Customers,Conversions,157987,141103,1.12,5836,3.69,0.79,29.18,4610.44,7241,4.58,0.64,802,13.74,16.28,13056.56,3394.71,0.26,2.83,5.75,183.2,2.83
Amazon,Sponsored_Brands,2025-09-09,Europe,Tablet,Returning Customers,Traffic,108408,93886,1.15,3282,3.03,0.74,22.4,2428.68,1168,1.08,2.08,569,17.34,41.35,23528.15,6352.6,0.27,9.69,4.27,868.76,9.69
Amazon,Sponsored_Brands,2025-09-10,North America,Desktop,High-Value Customers,Retention,132090,114751,1.15,7197,5.45,1.21,65.93,8708.37,8077,6.11,1.08,262,3.64,30.96,8111.52,3406.84,0.42,0.93,33.24,-6.85,0.93
Amazon,Sponsored_Brands,2025-09-11,Europe,Desktop,Returning Customers,Traffic,210948,182250,1.16,5431,2.57,0.8,20.6,4344.8,3910,1.85,1.11,275,5.06,23.75,6531.25,2939.06,0.45,1.5,15.8,50.32,1.5
Amazon,Sponsored_Brands,2025-09-12,India,Mobile,High-Value Customers,Traffic,279293,178571,1.56,8399,3.01,1.09,32.78,9154.91,3296,1.18,2.78,298,3.55,26.21,7810.58,2733.7,0.35,0.85,30.72,-14.68,0.85
Amazon,Sponsored_Brands,2025-09-13,Asia-Pacific,Desktop,Returning Customers,Conversions,270394,190326,1.42,4315,1.6,1.03,16.44,4444.45,2318,0.86,1.92,395,9.15,44.87,17723.65,9393.53,0.53,3.99,11.25,298.78,3.99
Amazon,Sponsored_Brands,2025-09-14,Europe,Mobile,New Customers,Conversions,193667,133570,1.45,7909,4.08,0.44,17.97,3479.96,3182,1.64,1.09,1138,14.39,49.21,56000.98,22960.4,0.41,16.09,3.06,1509.24,16.09
Amazon,Sponsored_Brands,2025-09-15,India,Mobile,High-Value Customers,Traffic,97019,93483,1.04,2141,2.21,1.23,27.14,2633.43,6399,6.6,0.41,774,36.15,15.76,12198.24,3781.45,0.31,4.63,3.4,363.21,4.63
Amazon,Sponsored_Brands,2025-09-16,Asia-Pacific,Mobile,High-Value Customers,Retention,115699,93783,1.23,8890,7.68,0.79,60.7,7023.1,1544,1.33,4.55,950,10.69,40.75,38712.5,20904.75,0.54,5.51,7.39,451.22,5.51
Amazon,Sponsored_Brands,2025-09-17,North America,Mobile,New Customers,Conversions,177243,116265,1.52,3414,1.93,1.01,19.45,3448.14,6476,3.65,0.53,1148,33.63,21.83,25060.84,10274.94,0.41,7.27,3.0,626.79,7.27
Amazon,Sponsored_Brands,2025-09-18,North America,Desktop,New Customers,Awareness,240138,234174,1.03,6768,2.82,1.03,29.03,6971.04,11604,4.83,0.6,548,8.1,47.15,25838.2,8784.99,0.34,3.71,12.72,270.65,3.71
Amazon,Sponsored_Brands,2025-09-19,India,Tablet,New Customers,Retention,156357,150159,1.04,2818,1.8,1.47,26.49,4142.46,11807,7.55,0.35,192,6.81,33.45,6422.4,1734.05,0.27,1.55,21.58,55.04,1.55
Amazon,Sponsored_Brands,2025-09-20,Asia-Pacific,Desktop,Returning Customers,Conversions,103576,102275,1.01,5228,5.05,0.55,27.76,2875.4,6287,6.07,0.46,944,18.06,31.85,30066.4,8719.26,0.29,10.46,3.05,945.64,10.46
Amazon,Sponsored_Brands,2025-09-21,North America,Tablet,Returning Customers,Traffic,251103,151068,1.66,3025,1.2,0.53,6.38,1603.25,4951,1.97,0.32,167,5.52,27.52,4595.84,1194.92,0.26,2.87,9.6,186.66,2.87
Amazon,Sponsored_Brands,2025-09-22,North America,Tablet,High-Value Customers,Awareness,105733,75367,1.4,2450,2.32,0.69,15.99,1690.5,10092,9.54,0.17,991,40.45,32.76,32465.16,10713.5,0.33,19.2,1.71,1820.45,19.2
Amazon,Sponsored_Brands,2025-09-23,Asia-Pacific,Tablet,Returning Customers,Conversions,251735,180578,1.39,7553,3.0,0.33,9.9,2492.49,2794,1.11,0.89,887,11.74,19.27,17092.49,6837.0,0.4,6.86,2.81,585.76,6.86
Amazon,Sponsored_Brands,2025-09-24,Europe,Tablet,New Customers,Conversions,194929,165824,1.18,8100,4.16,1.05,43.63,8505.0,9023,4.63,0.94,237,2.93,46.86,11105.82,3331.75,0.3,1.31,35.89,30.58,1.31
Amazon,Sponsored_Brands,2025-09-25,North America,Tablet,High-Value Customers,Traffic,292190,234664,1.25,6459,2.21,1.39,30.73,8978.01,8030,2.75,1.12,836,12.94,17.05,14253.8,5131.37,0.36,1.59,10.74,58.76,1.59
Amazon,Sponsored_Brands,2025-09-26,Asia-Pacific,Mobile,High-Value Customers,Retention,200817,140395,1.43,2413,1.2,0.8,9.61,1930.4,3483,1.73,0.55,602,24.95,29.61,17825.22,7130.09,0.4,9.23,3.21,823.4,9.23
Amazon,Sponsored_Brands,2025-09-27,Europe,Tablet,High-Value Customers,Conversions,228994,178583,1.28,3700,1.62,0.72,11.63,2664.0,9869,4.31,0.27,631,17.05,40.55,25587.05,10234.82,0.4,9.6,4.22,860.47,9.6
Amazon,Sponsored_Brands,2025-09-28,India,Tablet,New Customers,Awareness,212001,159959,1.33,4808,2.27,1.27,28.8,6106.16,9523,4.49,0.64,1049,21.82,47.9,50247.1,17586.48,0.35,8.23,5.82,722.89,8.23
Amazon,Lightning_Sale,2025-06-01,India,Tablet,High-Value Customers,Retention,200658,122450,1.64,7077,3.53,1.22,43.03,8633.94,1338,0.67,6.45,246,3.48,38.93,9576.78,2968.8,0.31,1.11,35.1,10.92,1.11
Amazon,Lightning_Sale,2025-06-02,North America,Mobile,Returning Customers,Conversions,92748,67020,1.38,2615,2.82,1.08,30.45,2824.2,4959,5.35,0.57,344,13.15,34.81,11974.64,3712.14,0.31,4.24,8.21,324.0,4.24
Amazon,Lightning_Sale,2025-06-03,North America,Desktop,High-Value Customers,Awareness,159495,151857,1.05,2547,1.6,1.15,18.36,2929.05,4427,2.78,0.66,500,19.63,15.61,7805.0,3902.5,0.5,2.66,5.86,166.47,2.66
Amazon,Lightning_Sale,2025-06-04,Europe,Mobile,High-Value Customers,Awareness,205767,169258,1.22,3086,1.5,0.32,4.8,987.52,2815,1.37,0.35,747,24.21,23.84,17808.48,6589.14,0.37,18.03,1.32,1703.35,18.03
Amazon,Lightning_Sale,2025-06-05,Europe,Tablet,New Customers,Retention,157429,131492,1.2,5253,3.34,1.23,41.04,6461.19,5070,3.22,1.27,292,5.56,23.24,6786.08,3393.04,0.5,1.05,22.13,5.03,1.05
Amazon,Lightning_Sale,2025-06-06,Asia-Pacific,Desktop,High-Value Customers,Conversions,154102,137652,1.12,7600,4.93,1.35,66.58,10260.0,1166,0.76,8.8,500,6.58,15.81,7905.0,3241.05,0.41,0.77,20.52,-22.95,0.77
Amazon,Lightning_Sale,2025-06-07,India,Tablet,Returning Customers,Conversions,138309,134549,1.03,2036,1.47,0.85,12.51,1730.6,3961,2.86,0.44,781,38.36,46.44,36269.64,14507.86,0.4,20.96,2.22,1995.78,20.96
Amazon,Lightning_Sale,2025-06-08,Asia-Pacific,Desktop,Returning Customers,Retention,181342,128908,1.41,8017,4.42,1.43,63.22,11464.31,5551,3.06,2.07,938,11.7,35.36,33167.68,9618.63,0.29,2.89,12.22,189.31,2.89
Amazon,Lightning_Sale,2025-06-09,India,Mobile,Returning Customers,Conversions,133632,90784,1.47,2351,1.76,0.33,5.81,775.83,1153,0.86,0.67,438,18.63,29.14,12763.32,5105.33,0.4,16.45,1.77,1545.12,16.45
Amazon,Lightning_Sale,2025-06-10,North America,Desktop,High-Value Customers,Awareness,163011,110504,1.48,3060,1.88,1.16,21.78,3549.6,5562,3.41,0.64,673,21.99,40.86,27498.78,12374.45,0.45,7.75,5.27,674.7,7.75
Amazon,Lightning_Sale,2025-06-11,North America,Tablet,High-Value Customers,Conversions,206869,158975,1.3,6755,3.27,1.27,41.47,8578.85,6038,2.92,1.42,541,8.01,17.0,9197.0,4230.62,0.46,1.07,15.86,7.21,1.07
Amazon,Lightning_Sale,2025-06-12,India,Tablet,High-Value Customers,Conversions,201719,131103,1.54,4115,2.04,0.69,14.08,2839.35,7908,3.92,0.36,629,15.29,45.89,28864.81,8948.09,0.31,10.17,4.51,916.6,10.17
Amazon,Lightning_Sale,2025-06-13,Asia-Pacific,Desktop,Returning Customers,Traffic,161046,141643,1.14,8022,4.98,0.6,29.89,4813.2,4567,2.84,1.05,205,2.56,19.21,3938.05,1850.88,0.47,0.82,23.48,-18.18,0.82
Amazon,Lightning_Sale,2025-06-14,Europe,Mobile,New Customers,Retention,255008,184572,1.38,6263,2.46,1.05,25.79,6576.15,9991,3.92,0.66,1100,17.56,22.0,24200.0,12100.0,0.5,3.68,5.98,268.0,3.68
Amazon,Lightning_Sale,2025-06-15,India,Desktop,Returning Customers,Traffic,120577,115927,1.04,7688,6.38,1.07,68.22,8226.16,1101,0.91,7.47,931,12.11,39.74,36997.94,18498.97,0.5,4.5,8.84,349.76,4.5
Amazon,Lightning_Sale,2025-06-16,Asia-Pacific,Desktop,Returning Customers,Retention,83601,75491,1.11,6378,7.63,1.37,104.52,8737.86,11007,13.17,0.79,670,10.5,23.03,15430.1,5863.44,0.38,1.77,13.04,76.59,1.77
Amazon,Lightning_Sale,2025-06-17,North America,Desktop,New Customers,Retention,208624,147900,1.41,7937,3.8,1.18,44.89,9365.66,3602,1.73,2.6,963,12.13,21.71,20906.73,5853.88,0.28,2.23,9.73,123.23,2.23
